"Introduction","Id_Chargeur","Date PEC","Site","Id_Site","Nombre de place de stationnement","Nombre de place PMR","Localisation","Photo Site","Chargeur","Marque - Modèle","Numéro de série","Nombre de prise","Année de fabrication","Date de mise en service","Photo Chargeur","Etat Chargeur","Chargeur - Anomalie","Chargeur - Défaut(s) constaté(s)","Chargeur - Solution(s) proposée(s)","Chargeur - Photo anomalie","Prise 1","Prise 1 - Identifiant","Prise 1 - Type de prise","Prise 1 - Puissance","Prise 1 - Câble attaché ?","Prise 1 - Etat prise","Prise 1 - Etat câble","Prise 1 - Test de charge","Prise 1 - Raison ?","Prise 1 - Anomalie","Prise 1 - Défaut(s) constaté(s)","Prise 1 - Solution(s) proposée(s)","Prise 1 - Photo anomalie","Prise 2","Prise 2 - Identifiant","Prise 2 - Type de prise","Prise 2 - Puissance","Prise 2 - Câble attaché ?","Prise 2 - Etat prise","Prise 2 - Etat câble","Prise 2 - Test de charge","Prise 2 - Raison ?","Prise 2 - Anomalie","Prise 2 - Défaut(s) constaté(s)","Prise 2 - Solution(s) proposée(s)","Prise 2 - Photo anomalie","Prise 3","Prise 3 - Identifiant","Prise 3 - Type de prise","Prise 3 - Puissance","Prise 3 - Câble attaché ?","Prise 3 - Etat prise","Prise 3 - Etat câble","Prise 3 - Test de charge","Prise 3 - Raison ?","Prise 3 - Anomalie","Prise 3 - Défaut(s) constaté(s)","Prise 3 - Solution(s) proposée(s)","Prise 3 - Photo anomalie","Alimentation","Point de livraison","Numéro PRM","Marque Modèle Disjoncteur","Réglage intensité","Réglage différentiel","Etat PDL / Disjoncteur","Photo PDL","Photo Disjoncteur","Alimentation - Anomalie","Alimentation - Défaut(s) constaté(s)","Alimentation - Solution(s) proposée(s)","Alimentation - Photo anomalie","Communication","ICCID","Charge Point ID","Moyens de paiement","Terminal de paiement ?","En service ?","Marque TPE","Numéro de série TPE","Etat TPE","Photo TPE","Photo plaque signalétique TPE","Moyent de paiement - Anomalie","Moyent de paiement - Défaut(s) constaté(s)","Moyent de paiement - Solution(s) proposée(s)","Moyent de paiement - Photo anomalie","Protection anticolision","Type de protection","Protection - Quantité","Etat protections","Présence de stop-roues ?","Protection - Anomalie","Protection - Défaut(s) constaté(s)","Protection - Solution(s) proposée(s)","Protection - Photo anomalie","Panneaux de signalisation","Signalisation - Quantité","Fixation","Type de panneaux","Logo VE au sol ?","Etat signalisation","Signalisation - Anomalie","Signalisation - Défaut(s) constaté(s)","Signalisation - Solution(s) proposée(s)","Signalisation - Photo anomalie","Contrôles","Contrôle 1","Contrôle 2","Contrôle 3","Contrôle 4","Contrôle 5","Contrôle 6","Contrôle 7","Contrôle 8","Contrôle 9","Contrôle 10","Contrôle 11","Contrôle 12","Contrôle 13","Contrôle 14","Contrôle 15","Contrôle 16","Contrôle 17","Contrôle 18","Contrôle - commentaires","Conclusion","Pose des stickers","Chargeur basculé chez LOAD STATION","Que reste-t-il à faire ?","Nom technicien","Signature"
"Traité","UPZS","19/1/2026","","Honfleur, 2 Place Sainte-Catherine","2","1","49.422548, 0.233699","PEC_Images/UPZS.Photo Site.135307.jpg","","DBT - SQC-Keren","DBT.L2.D8764B","2","2023","18/8/2023","PEC_Images/UPZS.Photo Chargeur.135308.jpg","Bon","1","Affiche mobiSdec non plastifiée/goudron sur l’arrière de la borne","Affiche plastifiée/nettoyage","PEC_Images/UPZS.Chargeur - Photo anomalie.135307.jpg","","UPZS1","T2 + EF","22","","Moyen","","Fonctionnel","","1","Absence cash de protection sur EF","Remplacement prise","PEC_Images/UPZS.Prise 1 - Photo anomalie.135311.jpg","","UPZS2","T2 + EF","22","","Bon","","Non testé","Non fonctionnelle avant nouveau paramétrage","1","Prise ne fonctionne pas","Intervention pour remise en fonction","PEC_Images/UPZS.Prise 2 - Photo anomalie.135312.jpg","","","","","","","","","","","","","","","Intégré au chargeur","50007896128540","BACO 4 010 13","60","500","Bon","PEC_Images/UPZS.Photo PDL.135312.jpg","PEC_Images/UPZS.Photo Disjoncteur.135315.jpg","","","","","","89332401000037831704","DBT.L2.D8764B","","","","","","","","","","","","","","Poteau de protection","1","Obselète","","1","Absence d’un poteau de protection","Remplacement du poteau","PEC_Images/UPZS.Protection - Photo anomalie.135315.jpg","","1","Dans les emrobés","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Patiellement","Prise 1 Test OK/  Prise 2 non fonctionnelle avant la nouvelle configuration","","Fait","Fait","","Verdier David","PEC_Images/UPZS.Signature.135315.png"
"Traité","KZGS","19/1/2026","","Amfreville, Rue de La Culture","2","1","49.249488, -0.234794","PEC_Images/KZGS.Photo Site.140143.jpg","","DBT - SQC-Keren","DBT.L2.96699C","2","2024","25/4/2024","PEC_Images/KZGS.Photo Chargeur.140143.jpg","Bon","","","","","","KZGS1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","KZGS2","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50013535975620","BACO 4 010 13","60","500","Bon","PEC_Images/KZGS.Photo PDL.140143.jpg","PEC_Images/KZGS.Photo Disjoncteur.140147.jpg","","","","","","89332401000037831308","DBT.L2.96699C","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","RAS","","Fait","Fait","","DUPUY Philippe","PEC_Images/KZGS.Signature.140147.png"
"Traité","CSSG","19/1/2026","","Honfleur, 15 Quai De La Tour","2","0","49.419088, 0.235723","PEC_Images/CSSG.Photo Site.141436.jpg","","SGA MOBILITY - SGA TAO","TAO2077","2","2025","9/7/2025","PEC_Images/CSSG.Photo Chargeur.141436.jpg","Comme neuf","","","","","","CSSG1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","CSSG2","T2","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50075179932015","Baco 401013","60","500","Comme neuf","PEC_Images/CSSG.Photo PDL.141441.jpg","PEC_Images/CSSG.Photo Disjoncteur.141442.jpg","","","","","","89332401000037831449","TAO2077","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","2","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Desprez Maxime","PEC_Images/CSSG.Signature.141445.png"
"Traité","PGZD","19/1/2026","","Honfleur, Rue Montpensier","2","0","49.419136, 0.233579","PEC_Images/PGZD.Photo Site.150234.jpg","","DBT - SQC-Keren","DBT.L2.D83B3B","2","2023","18/8/2023","PEC_Images/PGZD.Photo Chargeur.150234.jpg","Bon","1","Façade rayée au niveau badge rfid/ affiche mobiSdec non plastifiée","Remplacement façade/ affiche plastifiée","PEC_Images/PGZD.Chargeur - Photo anomalie.150234.jpg","","PGZD1","T2 + EF","22","","Bon","","Fonctionnel","","1","Trappe ne se verrouille pas","Remplacement capteur ou système de verrouillage","PEC_Images/PGZD.Prise 1 - Photo anomalie.150239.jpg","","PGZD2","T2 + EF","22","","Bon","","Fonctionnel","","1","Trappe ne se verrouille pas","Remplacement capteur ou système de verrouillage","PEC_Images/PGZD.Prise 2 - Photo anomalie.150239.jpg","","","","","","","","","","","","","","","Intégré au chargeur","50073887446933","BACO 010 13","60","500","Bon","PEC_Images/PGZD.Photo PDL.150240.jpg","PEC_Images/PGZD.Photo Disjoncteur.150243.jpg","","","","","","89332401000037831670","DBT.L2.D83B3B","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Verdier David","PEC_Images/PGZD.Signature.150243.png"
"Traité","RGXY","19/1/2026","","Mézidon Vallée d'Auge, Place de la Gare","2","0","49.071862, -0.075148","PEC_Images/RGXY.Photo Site.153046.jpg","","SGA MOBILITY - SGA ZELIE","ZID3001","2","2024","18/12/2024","PEC_Images/RGXY.Photo Chargeur.153046.jpg","Comme neuf","","Lecteur badge inactif","Passage technicien","PEC_Images/RGXY.Chargeur - Photo anomalie.153046.jpg","","RGXY1","T2 + EF","7.4","","Bon","","Non fonctionnel","","","","","","","RGXY2","T2 + EF","7.4","","Bon","","Non fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50084447386680","BACO 4 010 13","60","500","Bon","PEC_Images/RGXY.Photo PDL.153050.jpg","PEC_Images/RGXY.Photo Disjoncteur.153050.jpg","","","","","","89332401000037831365","ZID3001","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","NOK","NOK","OK","Non","Badge refusé car instabilité de la connexion à la supervision dû au réseau qui se déconnecte.","","Fait","Fait","Mise en intégration+ LOAD MOTION","DUPUY Philippe","PEC_Images/RGXY.Signature.153050.png"
"Traité","YJFY","19/1/2026","","Honfleur, Rue Des Corsaires","2","0","49.417515, 0.240905","PEC_Images/YJFY.Photo Site.161054.jpg","","SGA MOBILITY - SGA TAO","TAO2056","2","2025","17/3/2025","PEC_Images/YJFY.Photo Chargeur.161054.jpg","Comme neuf","","","","","","YJFY1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","YJFY2","T2","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50067512755307","Baco401013","60","500","Comme neuf","PEC_Images/YJFY.Photo PDL.161054.jpg","PEC_Images/YJFY.Photo Disjoncteur.161058.jpg","","","","","","89332401000037831753","TAO2056","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","2","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Desprez Maxime","PEC_Images/YJFY.Signature.161058.png"
"Traité","YHUM","19/1/2026","","Honfleur, Quai de la Jetée de l'Est","2","0","49.420028, 0.236067","PEC_Images/YHUM.Photo Site.163704.jpg","","SGA MOBILITY - SGA TAO","TAO2055","2","2025","17/3/2025","PEC_Images/YHUM.Photo Chargeur.163704.jpg","Bon","","","","","","YHUM1","CCS","30","1","Bon","Bon","Fonctionnel","","","","","","","YHUM2","T2","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50067368051496","BACO 4 010 13","60","500","Comme neuf","PEC_Images/YHUM.Photo PDL.163704.jpg","PEC_Images/YHUM.Photo Disjoncteur.163708.jpg","","","","","","89332401000037831746","TAO2055","","","","","","","","","","","","","","Poteau de protection","2","Moyen","","1","Poteaux début de rouille","Repeindre","PEC_Images/YHUM.Protection - Photo anomalie.163709.jpg","","2","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Verdier David","PEC_Images/YHUM.Signature.163709.png"
"Traité","ADHG","20/1/2026","","Lisieux, Place Georges Clemenceau","2","0","49.147396, 0.228613","PEC_Images/ADHG.Photo Site.081127.jpg","","SGA MOBILITY - SGA ZELIE","ZID3034","2","2025","28/10/2025","PEC_Images/ADHG.Photo Chargeur.081127.jpg","Comme neuf","","","","","","ADHG1","T2 + EF","7.4","","Comme neuf","Comme neuf","Fonctionnel","","","","","","","ADHG2","T2 + EF","7.4","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50094426340782","BACO 401013","60","500","Comme neuf","PEC_Images/ADHG.Photo PDL.081127.jpg","PEC_Images/ADHG.Photo Disjoncteur.081131.jpg","1","Le capot de protection du PDL n'est pas relié à la terre","Remettre la cosse à l'endroit prévu","PEC_Images/ADHG.Alimentation - Photo anomalie.081131.jpg","","89332401000037828312","ZID3034","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","NOK","OK","OK","OK","OK","OK","OK","OK","Oui","Le câble de terre ne rejoint pas la barrette de terre pour le capot protégeant le point de livraison, voir photos svp","","Fait","Fait","","Laurent Elodie","PEC_Images/ADHG.Signature.081131.png"
"Traité","CKVJ","20/1/2026","","Honfleur, Rue Des Corsaires","2","0","49.417594, 0.240851","PEC_Images/CKVJ.Photo Site.084319.jpg","","SGA MOBILITY - SGA TAO","TAO2075","2","2025","25/6/2025","PEC_Images/CKVJ.Photo Chargeur.084319.jpg","Bon","","","","","","CKVJ1","CCS","30","1","Bon","Bon","Fonctionnel","","","","","","","CKVJ2","T2","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50092546555099","BACO 4 010 13","60","500","Bon","PEC_Images/CKVJ.Photo PDL.084319.jpg","PEC_Images/CKVJ.Photo Disjoncteur.084323.jpg","","","","","","89332401000037831415","TAO2075","","","","","","","","","","","","","","Poteau de protection","2","Moyen","","1","Début de rouille sur poteaux","Repeindre poteaux","PEC_Images/CKVJ.Protection - Photo anomalie.084323.jpg","","2","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Verdier David","PEC_Images/CKVJ.Signature.084323.png"
"Traité","YQEJ","20/1/2026","","Lisieux, Rue Victorine Magné","1","0","49.157671, 0.224170","PEC_Images/YQEJ.Photo Site.084644.jpg","","SGA MOBILITY - SGA ZELIE","ZID3049","1","2025","7/1/2025","PEC_Images/YQEJ.Photo Chargeur.084644.jpg","Comme neuf","","","","","","YQEJ1","T2 + EF","7.4","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50015414351370","BACO 401013","60","500","Bon","PEC_Images/YQEJ.Photo PDL.084644.jpg","PEC_Images/YQEJ.Photo Disjoncteur.084647.jpg","","","","","","89332401000037832330","ZID3049","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Laurent Elodie","PEC_Images/YQEJ.Signature.084647.png"
"Traité","NMEG","20/1/2026","","Le Molay-Littry, Hameau de la Fontaine","2","0","49.242035, -0.869627","PEC_Images/NMEG.Photo Site.090612.jpg","","E-TOTEM - E TOTEM 22 KVA","ET141","2","2016","26/4/2016","PEC_Images/NMEG.Photo Chargeur.090612.jpg","Hors d'usage","","","","","","NMEG1","T2 + EF","22","","Bon","","Non fonctionnel","","","","","","","NMEG2","T2 + EF","22","","Bon","","Non fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02435745189114","MDF 585037","60","500","Bon","PEC_Images/NMEG.Photo PDL.090612.jpg","PEC_Images/NMEG.Photo Disjoncteur.090616.jpg","","","","","","89332401000037828684","ET141","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Dans les emrobés","Rond interdiction de stationner","1","Moyen","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","NOK","NOK","OK","Non","AUCUN VOYANT ALLUMÉ - IMPOSSIBLE DE BADGER","","Fait","Reste à faire","Intégration carte sim (carte sim non reconnu ) - LOAD MOTION. Présence Cloudgate Mario Carte électronique probablement hs aucun ping aucun changement d'état. HS","DUPUY Philippe","PEC_Images/NMEG.Signature.090616.png"
"Traité","EPZU","20/1/2026","","Graye-sur-Mer, Chemin de la Valette","2","1","49.338177, -0.477544","PEC_Images/EPZU.Photo Site.091032.jpg","","SGA MOBILITY - SGA ZELIE","ZID3068","2","2025","6/2/2025","PEC_Images/EPZU.Photo Chargeur.091032.jpg","Bon","","","","","","EPZU1","T2 + EF","22","","Bon","","Fonctionnel","Badge non reconnu (test avec chargemap et total","","","","","","EPZU2","T2 + EF","22","","Bon","","Fonctionnel","Badge non reconnu (test avec chargemap et total","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50036253967980","Baco","60","500","Bon","PEC_Images/EPZU.Photo PDL.091032.jpg","PEC_Images/EPZU.Photo Disjoncteur.091035.jpg","","","","","","89332401000037829377","ZID3068","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","Faire remonter la borne","Yann ponge","PEC_Images/EPZU.Signature.091035.png"
"Traité","SLND","20/1/2026","","Lisieux, Rue Joseph Guillonneau","2","0","49.149055, 0.231907","PEC_Images/SLND.Photo Site.093459.jpg","","DBT - TINY","DBT.QCNG.51240098397605","2","2024","19/12/2024","PEC_Images/SLND.Photo Chargeur.093459.jpg","Bon","","","","","","SLND1","CCS","25","1","Bon","Bon","Fonctionnel","","","","","","","SLND2","T2","25","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50057385137305","BACO 401013","60","500","Bon","PEC_Images/SLND.Photo PDL.093459.jpg","PEC_Images/SLND.Photo Disjoncteur.093503.jpg","1","Tresse de terre non gainée.","Mettre gaine de protection.","PEC_Images/SLND.Alimentation - Photo anomalie.093503.jpg","","89332401000037832157","DBT.QCNG.51240098397605","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","0","","","1","","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","Reste paramétrage OCCP; impossible d'accéder à Tru Web Interface; passé la page d'identification impossible d'accéder à la borne + remontée Mobisdec.","Laurent Elodie","PEC_Images/SLND.Signature.093503.png"
"Traité","AYRE","20/1/2026","","Honfleur, Cours des Fossés","2","0","49.418630, 0.235275","PEC_Images/AYRE.Photo Site.094750.jpg","","DBT - SQC-Keren","DBT.L2.D82EC1","2","2023","18/8/2023","PEC_Images/AYRE.Photo Chargeur.094750.jpg","Comme neuf","","","","","","AYRE1","T2 + EF","22","","Comme neuf","","Non testé","Badge rfid non detecté","","","","","","AYRE2","T2 + EF","22","","Moyen","","Non testé","Badge rfid non detecté","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50072440267903","Bac401013","60","500","Comme neuf","PEC_Images/AYRE.Photo PDL.094750.jpg","PEC_Images/AYRE.Photo Disjoncteur.094755.jpg","","","","","","89332401000037828296","DBT.L2.d82ec1","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Desprez Maxime","PEC_Images/AYRE.Signature.094754.png"
"Traité","CSAH","20/1/2026","","Honfleur, Rue Des Corsaires","2","0","49.417645, 0.240066","PEC_Images/CSAH.Photo Site.100342.jpg","","SGA MOBILITY - SGA AKO","AK2056","3","2025","13/8/2025","PEC_Images/CSAH.Photo Chargeur.100342.jpg","Bon","1","Voyant au dessus de la borne ne fonctionne pas /Absence d’affiche sur borne","Remise en fonction du voyant/Mise en place d’emplacement pour affiche","PEC_Images/CSAH.Chargeur - Photo anomalie.100342.jpg","","CSAH3","CCS","120","","Bon","","Fonctionnel","","1","Tendeur de cable défectueux","Remplacer tendeur de cable","PEC_Images/CSAH.Prise 1 - Photo anomalie.100347.jpg","","","CCS","120","1","Bon","Bon","Fonctionnel","","1","Tendeur de cable défectueux","Remplacer tendeur de cable","PEC_Images/CSAH.Prise 2 - Photo anomalie.100347.jpg","","","T2","22","","Bon","","Fonctionnel","","","","","","","A proximité","","Schneider Electric","250","300","Bon","PEC_Images/CSAH.Photo PDL.100347.jpg","PEC_Images/CSAH.Photo Disjoncteur.100350.jpg","","","","","","89332401000037831423","AK2056","","1","1","Opax","Im300","Moyen","PEC_Images/CSAH.Photo TPE.100350.jpg","PEC_Images/CSAH.Photo plaque signalétique TPE.100351.jpg","","","","","","Poteau de protection","2","Bon","","","","","","","2","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","URL avec mobisdec.","","Fait","Fait","","Verdier David","PEC_Images/CSAH.Signature.100353.png"
"Traité","SAKY","20/1/2026","","Lisieux, Chem. des Buissonnets","2","0","49.150890, 0.228736","PEC_Images/SAKY.Photo Site.100827.jpg","","DBT - TINY","DBT.QCNG.51240098397594","2","2024","19/12/2024","PEC_Images/SAKY.Photo Chargeur.100827.jpg","Bon","","","","","","SAKY1","CCS","25","1","Bon","Bon","Fonctionnel","","","","","","","SAKY2","T2","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50089801905973","BACO 401013","60","500","Bon","PEC_Images/SAKY.Photo PDL.100827.jpg","PEC_Images/SAKY.Photo Disjoncteur.100831.jpg","","","","","","89332401000037832116","DBT.QCNG.51240098397594","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Sur mur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Laurent Elodie","PEC_Images/SAKY.Signature.100831.png"
"Traité","RZMY","20/1/2026","","Courseulles-sur-Mer, Rue du Point du Jour","2","0","49.327498, -0.447351","PEC_Images/RZMY.Photo Site.101115.jpg","","DBT - TINY","DBT.QCNG.51240098397150","2","2024","25/4/2024","PEC_Images/RZMY.Photo Chargeur.101115.jpg","Bon","","","","","","RZMY1","CCS","25","1","Bon","Bon","Fonctionnel","","","","","","","RZMY2","T2","11","","Bon","Bon","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50089078306434","Baco","60","500","Bon","PEC_Images/RZMY.Photo PDL.101115.jpg","PEC_Images/RZMY.Photo Disjoncteur.101118.jpg","","","","","","89332401000037830235","DBT.QCNG.51240098397150","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Yann ponge","PEC_Images/RZMY.Signature.101118.png"
"Traité","RAFP","20/1/2026","","Thury-Harcourt-le-Hom, Rue de Caen","2","0","48.987598, -0.476955","PEC_Images/RAFP.Photo Site.102748.jpg","","DBT - SQC-Keren","DBT.L2.961394","2","2024","11/12/2024","PEC_Images/RAFP.Photo Chargeur.102748.jpg","Comme neuf","","","","","","RAFP1","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","RAFP2","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50258832246387","BACO","60","500","Comme neuf","PEC_Images/RAFP.Photo PDL.102748.jpg","PEC_Images/RAFP.Photo Disjoncteur.102752.jpg","","","","","","89332401000037832579","DBT.L2.961394","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Xavier KRAWCZYK","PEC_Images/RAFP.Signature.102752.png"
